candle-end,open_time_unix,open,high,low,close,volume,close_time_unix,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,candle-start
2017-08-20 21:59:59.999,1503262800000,297.27,298.3,295.19,298.13,353.55114,1503266399999,104947.545439,243,333.62466,99019.7520949,59619.52958499,2017-08-20 21:00:00.000
2017-08-20 22:59:59.999,1503266400000,298.13,299.52,297.6,298.19,422.41153,1503269999999,125918.1811071,247,409.42553,122045.8878013,59810.48113616,2017-08-20 22:00:00.000
2017-08-20 23:59:59.999,1503270000000,297.68,300.53,297.19,299.1,483.75146,1503273599999,144615.2243995,218,402.87917,120416.08353,60299.06615403,2017-08-20 23:00:00.000
2017-08-21 00:59:59.999,1503273600000,299.1,300.9,295.76,300.7,370.66684,1503277199999,110695.8108601,294,275.30911,82349.5479578,60210.39809274,2017-08-21 00:00:00.000
2017-08-21 01:59:59.999,1503277200000,300.7,300.7,294.6,299.0,213.50155,1503280799999,63588.4803473,167,183.00368,54535.3798344,60300.36949553,2017-08-21 01:00:00.000
2017-08-21 02:59:59.999,1503280800000,299.0,299.0,294.6,297.51,71.7529,1503284399999,21297.2239108,116,40.91903,12176.2574148,60876.76573896,2017-08-21 02:00:00.000
2017-08-21 03:59:59.999,1503284400000,299.0,299.85,297.12,299.85,67.88466,1503287999999,20265.7580402,72,45.2613,13530.694936,60631.59334700,2017-08-21 03:00:00.000
2017-08-21 04:59:59.999,1503288000000,300.03,304.83,299.11,303.91,275.6582,1503291599999,83202.5850109,187,264.99021,79978.1701646,61387.21424642,2017-08-21 04:00:00.000
2017-08-21 05:59:59.999,1503291600000,303.91,314.28,303.91,314.05,256.5098,1503295199999,78938.3101439,232,221.49725,68145.8974425,61196.73825392,2017-08-21 05:00:00.000
2017-08-21 06:59:59.999,1503295200000,314.05,329.49,313.28,321.79,232.70889,1503298799999,74891.1145319,269,146.86577,47314.9555241,59658.51009210,2017-08-21 06:00:00.000
2017-08-21 07:59:59.999,1503298800000,320.28,325.3,313.0,318.5,123.69424,1503302399999,39282.8496744,227,69.41281,22097.5167089,61675.92556078,2017-08-21 07:00:00.000
2017-08-21 08:59:59.999,1503302400000,317.48,324.3,312.75,318.72,21.51,1503305999999,6872.5123953,66,14.63005,4687.7031338,61829.55613141,2017-08-21 08:00:00.000
2017-08-21 09:59:59.999,1503306000000,317.86,318.27,314.98,317.29,23.53728,1503309599999,7442.6727307,41,6.78991,2157.3328773,62718.70385678,2017-08-21 09:00:00.000
2017-08-21 10:59:59.999,1503309600000,317.29,325.3,316.77,321.21,85.346,1503313199999,27403.6690595,118,52.90767,16992.7222544,62383.62513945,2017-08-21 10:00:00.000
2017-08-21 11:59:59.999,1503313200000,318.99,333.66,312.6,331.53,76.98358,1503316799999,24721.996202,135,53.22367,17129.9666083,61598.97721378,2017-08-21 11:00:00.000
2017-08-21 12:59:59.999,1503316800000,331.33,331.33,325.42,331.3,94.82266,1503320399999,31202.4378017,98,77.43645,25519.3186559,61988.88139992,2017-08-21 12:00:00.000
2017-08-21 13:59:59.999,1503320400000,331.3,346.52,329.41,346.52,402.39209,1503323999999,136621.7289918,280,375.502,127509.6920327,62322.29032004,2017-08-21 13:00:00.000
2017-08-21 14:59:59.999,1503324000000,344.38,345.31,328.68,334.17,379.94648,1503327599999,127348.4211037,205,307.40985,103217.4790044,63151.08263069,2017-08-21 14:00:00.000
2017-08-21 15:59:59.999,1503327600000,334.17,338.34,329.47,334.94,350.27902,1503331199999,116892.8518538,218,293.35108,97839.1746395,64981.30384834,2017-08-21 15:00:00.000
2017-08-21 16:59:59.999,1503331200000,334.34,338.34,333.25,338.33,276.92293,1503334799999,92743.1827399,150,233.23187,78079.9946661,65167.07056353,2017-08-21 16:00:00.000
2017-08-21 17:59:59.999,1503334800000,337.95,342.72,330.8,332.33,509.09007,1503338399999,171786.5392203,198,409.24783,138115.2935526,65414.32143113,2017-08-21 17:00:00.000
2017-08-21 18:59:59.999,1503338400000,332.12,333.63,316.82,316.82,503.65311,1503341999999,164729.0070744,201,340.93578,111812.9252553,65598.72702201,2017-08-21 18:00:00.000
2017-08-21 19:59:59.999,1503342000000,328.47,332.33,327.7,329.71,425.40661,1503345599999,140661.5636775,248,286.51623,94697.6937104,65821.67122599,2017-08-21 19:00:00.000
2017-08-21 20:59:59.999,1503345600000,332.27,332.74,320.88,325.28,289.46359,1503349199999,95183.8482995,139,234.3603,77141.4826068,65877.36386272,2017-08-21 20:00:00.000
2017-08-21 21:59:59.999,1503349200000,324.05,326.8,318.42,326.79,58.45958,1503352799999,18696.7565611,74,7.40044,2379.9455183,65896.01203789,2017-08-21 21:00:00.000
2017-08-21 22:59:59.999,1503352800000,325.79,325.79,318.45,318.45,29.83539,1503356399999,9636.427417,100,25.04674,8102.3779583,66068.56586422,2017-08-21 22:00:00.000
2017-08-21 23:59:59.999,1503356400000,318.25,323.29,316.12,323.29,79.41995,1503359999999,25366.5935663,90,38.95064,12465.900657,66203.84022245,2017-08-21 23:00:00.000
2017-08-22 00:59:59.999,1503360000000,321.04,330.41,318.72,323.04,406.3495,1503363599999,132395.7974917,288,250.09985,81328.2544979,65997.20452579,2017-08-22 00:00:00.000
2017-08-22 01:59:59.999,1503363600000,323.04,325.07,302.27,309.97,169.73213,1503367199999,53076.9722761,232,27.61408,8820.9943827,65609.33193067,2017-08-22 01:00:00.000
2017-08-22 02:59:59.999,1503367200000,309.96,315.2,301.4,312.99,143.49091,1503370799999,44497.216709,137,60.70712,18868.650449,65695.29031307,2017-08-22 02:00:00.000
2017-08-22 03:59:59.999,1503370800000,310.0,317.68,280.0,280.0,90.0427,1503374399999,27703.9769701,65,55.89434,17373.834847,66252.18619501,2017-08-22 03:00:00.000
2017-08-22 04:59:59.999,1503374400000,144.21,309.03,144.21,287.0,149.91376,1503377999999,42284.3086878,142,110.29683,30456.3899314,66532.32151537,2017-08-22 04:00:00.000
2017-08-22 05:59:59.999,1503378000000,287.0,303.0,279.96,279.96,28.29975,1503381599999,8045.3633288,69,7.4102,2148.1395824,65951.97492967,2017-08-22 05:00:00.000
2017-08-22 06:59:59.999,1503381600000,302.99,310.24,285.69,305.37,228.01188,1503385199999,69904.1166647,225,204.60971,62729.8327453,65606.46173591,2017-08-22 06:00:00.000
2017-08-22 07:59:59.999,1503385200000,305.37,305.37,294.38,300.35,301.2471,1503388799999,90076.3318263,340,264.21695,79043.2401074,65486.08485167,2017-08-22 07:00:00.000
2017-08-22 08:59:59.999,1503388800000,300.35,302.26,296.0,299.82,516.27772,1503392399999,153553.6255139,279,484.56535,144107.8214288,65568.51691571,2017-08-22 08:00:00.000
2017-08-22 09:59:59.999,1503392400000,301.09,310.24,300.3,308.33,557.58036,1503395999999,170878.5906839,292,461.54309,141449.8995325,65758.72670325,2017-08-22 09:00:00.000
2017-08-22 10:59:59.999,1503396000000,308.33,313.16,305.4,310.24,537.67538,1503399599999,166724.2709123,461,450.16957,139488.4821234,65485.94266097,2017-08-22 10:00:00.000
2017-08-22 11:59:59.999,1503399600000,309.4,312.93,306.97,308.03,564.59159,1503403199999,174949.2115614,450,262.59607,81595.623304,65949.37241246,2017-08-22 11:00:00.000
2017-08-22 12:59:59.999,1503403200000,311.16,311.24,304.53,311.23,671.88512,1503406799999,207084.0674032,662,357.65975,110361.4211406,66368.89323140,2017-08-22 12:00:00.000
2017-08-22 13:59:59.999,1503406800000,306.66,310.27,306.65,307.08,404.77411,1503410399999,124865.2273323,428,160.82582,49784.601688,66246.83481461,2017-08-22 13:00:00.000
2017-08-22 14:59:59.999,1503410400000,307.08,309.53,301.48,305.48,393.09732,1503413999999,120114.7805048,325,216.97332,66394.1540614,66066.40410859,2017-08-22 14:00:00.000
2017-08-22 15:59:59.999,1503414000000,305.48,309.85,304.88,308.39,287.07405,1503417599999,88140.5151784,197,93.76369,28916.0761377,66010.33086831,2017-08-22 15:00:00.000
2017-08-22 16:59:59.999,1503417600000,305.08,320.24,305.08,317.74,455.53867,1503421199999,142684.6058724,215,158.41154,49770.1396914,66058.86829607,2017-08-22 16:00:00.000
2017-08-22 17:59:59.999,1503421200000,316.24,320.76,312.0,312.07,247.04944,1503424799999,77767.0187763,245,126.93601,40006.2689277,66220.19649818,2017-08-22 17:00:00.000
2017-08-22 18:59:59.999,1503424800000,313.99,315.25,309.6,310.77,378.0474,1503428399999,118123.3530476,323,201.09321,62953.6340914,66261.56009970,2017-08-22 18:00:00.000
2017-08-22 19:59:59.999,1503428400000,310.77,314.83,307.03,307.03,223.61559,1503431999999,69595.1413872,288,102.00661,31827.6709684,66214.62452762,2017-08-22 19:00:00.000
2017-08-22 20:59:59.999,1503432000000,307.03,312.0,305.66,310.19,251.25776,1503435599999,77355.2174064,194,46.3298,14363.9506011,66355.71114303,2017-08-22 20:00:00.000
2017-08-22 21:59:59.999,1503435600000,310.27,311.99,305.08,309.16,277.13507,1503439199999,85595.6100503,207,42.65654,13257.5662281,66537.80955798,2017-08-22 21:00:00.000
2017-08-22 22:59:59.999,1503439200000,309.16,313.1,309.16,310.61,302.25672,1503442799999,93997.7182718,262,179.79582,55969.756018,66542.07515680,2017-08-22 22:00:00.000
2017-08-22 23:59:59.999,1503442800000,310.61,313.99,306.9,309.8,371.40685,1503446399999,115012.765457,251,107.60605,33456.0858474,66821.52067468,2017-08-22 23:00:00.000
2017-08-23 00:59:59.999,1503446400000,312.25,313.99,309.41,312.45,202.93145,1503449999999,63168.5619816,189,49.74172,15578.8781537,67309.88315115,2017-08-23 00:00:00.000
2017-08-23 01:59:59.999,1503450000000,310.56,314.82,310.56,312.67,170.0743,1503453599999,53138.3078195,191,49.56381,15546.4861607,67300.54497766,2017-08-23 01:00:00.000
2017-08-23 02:59:59.999,1503453600000,314.8,316.27,312.66,314.15,482.22957,1503457199999,151792.9741955,402,255.64117,80699.1562331,66796.35606634,2017-08-23 02:00:00.000
2017-08-23 03:59:59.999,1503457200000,315.71,319.78,312.98,317.26,233.09815,1503460799999,73646.778045,197,95.74705,30438.7813263,65960.52590029,2017-08-23 03:00:00.000
2017-08-23 04:59:59.999,1503460800000,315.45,324.99,315.45,323.0,432.60958,1503464399999,138739.3857562,260,104.43779,33641.2513417,65796.11570502,2017-08-23 04:00:00.000
2017-08-23 05:59:59.999,1503464400000,320.73,323.26,316.51,316.74,262.04246,1503467999999,83545.3651911,255,133.84996,42795.2216931,65080.79910806,2017-08-23 05:00:00.000
2017-08-23 06:59:59.999,1503468000000,316.74,323.29,315.35,322.1,435.21335,1503471599999,139093.2673602,277,92.66125,29723.7410698,67062.31866007,2017-08-23 06:00:00.000
2017-08-23 07:59:59.999,1503471600000,319.77,323.3,318.04,319.06,246.19782,1503475199999,78866.7761304,322,132.22918,42437.4882663,67597.09412547,2017-08-23 07:00:00.000
2017-08-23 08:59:59.999,1503475200000,319.06,323.19,318.02,322.07,390.97267,1503478799999,125024.202248,241,93.60917,30078.7804245,68509.81990727,2017-08-23 08:00:00.000
2017-08-23 09:59:59.999,1503478800000,319.74,324.51,319.74,320.74,312.13542,1503482399999,100532.6895816,240,60.91281,19687.500923,69666.27690653,2017-08-23 09:00:00.000
2017-08-23 10:59:59.999,1503482400000,320.74,324.21,319.73,319.74,260.26644,1503485999999,83775.3430137,211,118.31622,38202.3492963,71331.66043997,2017-08-23 10:00:00.000
2017-08-23 11:59:59.999,1503486000000,319.74,323.07,318.95,319.2,322.4995,1503489599999,103180.2834934,374,43.79699,14087.7907489,72548.68114494,2017-08-23 11:00:00.000
